pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,business volume
482,555,434,82,540,478,451,628,88,23,37253
499,425,404,96,640,741,819,703,63,30,40800
421,838,485,70,529,472,364,496,12,6,31499
205,855,605,61,366,472,496,465,27,29,30120
335,537,565,75,733,909,795,731,70,18,40745
308,432,367,139,654,899,780,769,23,23,38792
406,866,660,120,736,859,968,713,23,30,45081
306,795,443,138,397,437,394,559,87,10,36915
373,784,550,66,704,818,738,607,16,27,37634
232,410,435,33,543,627,539,425,42,5,26503
154,631,645,39,564,862,888,504,67,13,34695
319,661,535,129,766,987,1070,760,85,26,47464
281,464,316,105,500,496,620,489,75,9,32425
318,709,641,78,419,444,470,438,40,22,31680
121,999,375,79,618,958,1005,574,83,14,40787
471,446,608,72,697,872,964,720,56,9,41601
334,941,200,119,639,744,774,601,22,20,38528
245,443,591,131,750,977,882,644,81,28,42400
113,455,573,23,549,704,691,387,51,11,27103
458,924,260,97,519,480,562,573,18,10,35280
327,664,394,103,596,774,722,693,42,16,38190
108,676,366,22,588,758,816,376,18,8,26850
381,898,649,117,590,582,448,653,86,19,42010
148,889,246,88,409,577,658,447,39,28,31280
455,494,605,149,582,530,610,695,16,18,38023
497,831,448,44,569,648,555,680,68,24,39336
340,702,626,89,538,657,602,536,25,10,34776
400,813,546,23,515,501,549,545,41,14,32849
107,922,350,129,488,737,672,478,93,11,37684
113,501,279,36,365,479,580,278,42,10,22152
284,813,328,37,492,523,487,488,76,19,31967
374,799,521,40,577,679,535,528,2,10,31787
192,502,339,85,608,784,754,492,93,26,35320
494,466,535,23,673,784,697,638,15,15,34222
396,434,697,20,738,860,851,644,81,21,38884
178,959,304,43,520,602,693,455,3,23,29120
348,755,277,38,481,494,537,451,90,10,32498
305,702,459,51,483,568,481,558,19,8,30006
420,410,409,55,800,937,1020,772,48,19,40234
454,903,653,118,795,925,816,762,4,8,44449
269,943,342,143,596,673,620,603,0,7,36176
369,640,343,132,648,813,767,723,20,5,39082
329,408,368,74,599,673,638,606,51,25,33448
468,791,692,27,594,673,707,583,47,5,37459
161,515,555,117,442,570,527,515,11,7,29044
447,439,308,45,752,974,808,784,70,8,39836
451,754,378,136,613,631,550,739,7,15,38594
219,757,690,33,653,964,835,579,2,12,34247
251,963,457,135,525,741,860,569,35,17,39964
341,525,446,123,638,708,777,601,22,21,36507
314,921,466,30,665,736,767,528,55,15,36412
452,779,309,146,692,794,911,713,64,30,45939
251,567,340,72,698,975,1006,647,20,19,36377
110,438,662,93,375,436,426,410,53,26,27310
212,970,675,91,624,909,895,620,50,29,41956
220,547,351,25,721,888,827,546,78,20,34461
500,495,217,127,515,546,432,695,69,13,37548
405,636,491,52,574,690,718,652,83,30,39022
448,814,492,109,650,656,534,672,39,27,40108
319,694,535,27,493,550,438,482,87,16,32514
481,577,278,54,761,964,985,712,93,29,43947
258,737,271,150,428,527,405,547,1,10,31092
213,899,569,88,399,488,600,412,52,17,33034
471,759,631,108,564,486,599,592,79,21,40951
344,831,551,84,686,892,995,696,48,17,42852
261,733,502,137,549,754,622,670,94,14,41669
272,445,674,123,431,505,463,570,88,22,35593
170,989,200,127,673,894,927,679,61,16,41808
396,847,664,57,490,533,419,557,59,9,35569
472,460,395,150,777,886,796,820,59,12,44764
293,928,582,90,548,619,563,497,91,13,38759
343,959,628,105,687,839,794,711,47,7,43419
124,653,495,137,704,956,1059,682,82,29,43299
134,440,211,24,345,516,619,361,86,18,25146
357,928,632,42,657,784,639,646,45,7,38395
334,723,685,57,705,863,919,627,6,16,37536
463,794,593,139,647,761,668,800,69,25,46520
154,494,602,87,355,437,458,407,80,16,29233
161,615,478,142,567,731,740,546,29,10,34805
372,543,413,125,541,674,674,625,33,13,36540
395,538,687,120,578,706,764,645,78,10,41588
186,467,590,138,461,518,480,488,44,13,31384
236,692,594,90,577,795,812,539,79,23,38903
172,690,546,49,337,465,426,363,22,28,25575
385,603,313,93,640,732,805,668,39,14,37571
304,876,414,50,481,497,512,507,29,5,30779
149,641,482,124,367,462,429,492,83,18,32518
200,806,211,108,438,487,482,422,94,5,32795
115,443,262,47,367,503,465,310,13,12,20308
216,994,283,141,752,943,834,702,88,22,45575
306,901,573,136,542,718,748,662,42,28,41791
185,763,390,110,406,508,568,497,84,10,34093
232,564,391,109,595,810,787,616,15,23,34726
133,651,479,122,652,962,939,606,67,26,40112
128,917,221,61,454,636,771,473,76,17,33177
333,771,439,122,668,841,837,726,32,20,41457
129,684,231,108,449,578,661,460,81,24,32775
163,875,443,99,474,572,629,501,17,15,31746
449,570,350,134,721,776,713,734,89,11,43769
409,754,474,106,640,683,709,697,63,21,41495
246,852,573,148,625,817,728,714,91,20,44991
491,881,624,137,634,708,674,749,18,16,43598
429,875,214,145,664,697,801,744,28,6,41945
205,502,578,53,621,799,703,591,82,17,35199
199,636,313,129,712,904,969,614,84,27,41516
128,637,556,38,518,681,671,444,38,13,28874
363,588,620,82,743,853,925,699,12,23,39042
367,896,312,57,448,511,628,477,13,5,31156
224,467,496,23,469,468,579,409,38,22,25700
310,856,517,98,697,850,920,717,5,25,40239
425,466,300,120,598,673,671,724,93,29,41009
427,600,522,62,606,591,608,648,76,5,37241
496,571,273,116,616,726,798,726,96,12,43487
386,535,671,47,606,590,618,526,51,21,34023
157,419,332,94,683,993,904,622,11,12,33227
242,850,302,34,464,505,517,417,12,23,27032
498,486,544,78,751,842,811,697,39,16,40297
328,632,319,36,628,714,600,551,25,9,30894
149,1000,336,69,649,922,1010,506,27,21,36716
163,889,333,66,725,982,1078,558,36,11,37696
488,814,491,87,573,600,562,649,25,15,37868
430,719,498,84,482,453,364,515,15,6,31467
117,965,236,62,407,502,512,408,26,18,27362
130,693,436,23,399,611,470,425,4,16,23949
121,596,604,21,295,443,471,333,59,13,24489
405,740,506,32,718,932,1004,719,70,25,42642
127,611,418,82,430,545,595,410,49,8,28422
410,865,412,68,676,863,751,637,41,16,39977
430,586,363,112,664,818,833,736,33,5,40128
447,731,409,36,761,977,994,793,6,30,40452
312,510,662,59,716,919,957,605,84,5,40115
221,600,647,32,596,823,758,521,0,12,30445
193,984,693,73,434,440,562,343,93,24,34791
296,775,577,31,733,858,962,577,56,30,38785
376,561,501,65,784,914,891,641,71,22,40820
497,763,565,88,545,505,586,661,84,14,40918
345,617,234,126,755,876,844,748,31,13,40067
199,523,393,127,458,620,638,562,96,22,36217
464,855,427,73,786,869,727,683,39,25,41840
352,994,592,84,540,656,765,557,28,5,38113
188,953,294,38,579,812,769,526,20,14,32485
246,634,596,139,516,622,489,536,76,23,37268
165,608,253,93,527,708,733,518,84,21,34385
403,495,644,40,734,939,902,685,2,5,36323
311,542,340,129,560,643,525,615,51,6,35119
260,968,424,25,504,637,723,527,43,23,33629
237,871,398,131,618,838,765,630,94,13,42847
230,831,397,133,519,643,731,557,24,6,35648
228,414,230,73,735,987,872,683,32,9,34460
356,743,321,130,702,771,738,640,63,8,40956
382,866,434,84,745,858,800,715,66,20,43207
183,821,664,26,444,511,505,377,57,15,29253
315,508,631,100,588,738,722,585,3,28,34542
399,669,581,107,483,489,441,614,43,17,35702
146,563,631,28,512,699,797,401,6,15,27113
157,754,671,54,745,973,944,592,40,6,37296
346,755,343,124,698,766,739,721,99,7,43570
115,745,594,55,413,602,603,371,59,17,29826
281,687,449,142,681,782,819,621,68,29,41772
168,865,447,58,450,569,540,436,40,13,29915
248,438,538,99,479,507,430,502,80,6,31769
478,459,482,91,605,716,801,734,37,12,38814
227,445,413,22,424,564,692,396,26,9,25121
463,841,414,65,511,502,426,539,78,25,36910
274,657,625,101,489,475,525,456,70,13,33975
483,716,463,132,706,794,782,730,33,28,43622
493,762,661,44,839,948,908,812,69,6,45673
401,612,692,59,752,838,823,708,29,11,39167
269,731,551,73,639,914,923,586,92,10,41262
153,417,466,29,346,505,436,357,55,24,23911
112,619,354,84,614,912,850,583,95,17,37341
248,730,519,109,494,658,665,520,73,23,37239
369,993,287,104,479,434,397,593,11,14,33425
498,914,377,28,661,681,652,624,6,7,35380
269,583,202,60,482,645,696,564,14,14,29404
381,418,581,114,627,669,750,585,38,5,36357
496,720,354,111,595,504,651,655,16,25,37387
388,727,628,65,564,536,416,581,56,11,35018
365,806,230,69,721,836,871,625,92,16,41469
366,638,548,143,625,659,792,698,84,5,43006
181,869,337,131,553,808,647,599,80,6,39248
338,983,443,101,739,940,909,732,5,5,41700
289,528,583,23,413,474,470,475,0,16,25100
476,568,566,117,785,922,757,817,8,16,42228
306,702,353,34,740,888,772,621,97,27,39188
289,717,317,60,520,565,497,437,14,23,28702
174,925,385,52,537,647,609,406,64,11,32160
214,618,617,70,667,929,900,584,93,15,39962
252,754,521,140,481,527,399,524,37,20,34209
199,435,445,117,643,934,840,634,70,21,38471
389,635,496,89,679,885,888,666,9,14,38548
286,462,693,92,570,776,854,665,94,8,40191
491,772,501,143,549,562,526,737,87,11,43953
283,910,467,91,430,433,312,527,12,17,30607
190,811,265,71,481,521,505,372,33,28,28424
386,535,244,125,577,688,780,726,72,14,39984
257,439,632,116,640,895,922,699,78,16,41442
451,792,336,29,695,776,670,691,84,21,40014
362,983,465,104,601,748,745,616,13,28,39534
106,832,627,124,580,884,751,609,42,5,38066
204,552,326,115,580,757,850,530,12,12,32764
420,993,667,33,786,981,958,774,34,18,44271
197,725,387,33,605,896,800,519,54,21,33993
347,686,330,86,438,494,413,574,75,9,33814
425,978,333,22,457,502,590,560,71,22,35635
206,664,520,49,608,773,810,501,13,5,31211
361,432,250,140,809,960,918,748,70,6,42790
120,886,609,130,581,767,791,574,35,11,37730
436,796,654,101,618,715,778,690,99,10,45182
396,449,510,70,499,597,520,572,0,29,30589
417,611,425,119,583,614,615,609,47,16,37640
335,721,254,102,520,672,590,584,44,8,35081
490,544,305,43,882,982,820,794,63,6,41370
265,945,596,105,655,878,925,685,21,28,41781
356,795,280,141,620,827,923,729,62,14,43924
247,593,349,130,551,724,606,642,98,9,38766
150,459,487,131,732,991,1082,622,79,26,41433
372,962,473,132,590,714,704,658,15,30,40893
336,489,602,84,542,542,440,501,81,8,33742
420,698,282,81,620,746,749,656,77,18,40063
303,497,523,101,592,700,608,554,99,13,37664
240,934,330,66,558,699,785,565,47,16,35809
324,530,287,33,563,660,686,576,74,11,32816
342,794,347,100,794,942,972,769,39,15,42912
173,822,664,119,459,565,669,501,59,10,35914
283,490,251,58,551,641,698,494,42,12,30082
101,600,623,121,517,705,778,536,73,18,36145
446,918,239,37,765,978,1047,698,82,13,44430
129,552,265,90,379,464,555,421,19,11,25072
154,575,474,132,498,727,745,542,54,18,35347
492,757,668,142,683,806,875,801,30,8,46089
181,452,435,113,479,645,719,544,15,6,30341
178,541,635,95,539,710,700,532,21,16,32237
105,629,282,67,679,941,924,506,33,16,32638
294,948,276,48,748,994,1083,680,74,26,43080
117,937,338,103,677,903,892,547,4,6,35156
373,744,510,70,586,597,541,538,82,23,37233
474,411,608,89,483,517,400,626,13,15,32360
476,410,699,23,803,938,884,722,77,5,41060
371,637,645,76,410,437,513,564,93,13,36084
179,619,522,147,465,525,526,498,9,10,30880
220,444,202,107,640,910,920,611,3,17,33264
303,579,615,76,451,517,387,471,52,15,31127
486,797,201,30,643,592,554,592,51,16,34760
217,500,686,79,443,615,707,496,8,29,30381
334,968,503,33,440,460,383,484,55,7,31825
470,431,211,75,786,861,785,751,56,27,39564
442,478,613,57,717,774,740,702,5,20,35983
304,723,515,103,604,753,708,670,48,23,39036
157,801,603,90,519,733,609,542,43,30,34954
384,858,296,32,509,465,488,532,100,21,34983
312,745,221,70,691,855,794,662,69,28,39151
278,677,388,36,463,526,622,502,71,20,31667
492,523,286,110,556,606,625,705,37,10,37090
491,422,302,99,513,460,496,603,78,28,35807
368,502,349,133,472,562,648,561,7,21,33129
460,458,320,124,856,964,961,784,93,13,46437
379,758,258,38,508,474,386,465,34,21,29138
311,629,690,136,496,573,622,570,63,6,38026
134,876,696,29,482,697,819,370,57,23,32715
394,566,427,60,712,812,656,656,34,17,36054
361,907,399,37,649,789,654,600,18,22,35407
390,512,670,38,589,662,527,620,53,5,33988
430,530,681,139,627,720,610,768,77,17,43570
196,942,623,124,716,971,899,637,20,8,41272
443,904,229,102,635,679,808,645,63,7,41425
320,756,377,24,546,588,706,550,20,7,30666
451,458,363,79,651,761,673,671,48,28,37423
176,705,677,35,538,690,714,512,58,10,32742
366,802,418,77,772,980,951,760,63,26,44351
270,661,323,80,528,729,642,577,40,14,33588
495,544,624,74,504,435,327,545,71,15,34749
448,721,611,54,483,487,365,513,95,25,36386
106,850,451,110,354,437,392,346,22,20,27384
219,820,294,74,356,462,373,412,6,7,25856
108,480,302,145,589,790,869,614,81,27,37627
254,543,414,51,681,822,921,553,41,20,34330
278,527,687,109,464,535,656,468,22,17,32248
311,623,466,57,530,572,704,497,23,17,31159
121,879,667,55,565,764,678,509,76,24,35962
236,860,231,125,649,939,1042,693,8,21,39975
146,778,492,130,510,606,723,441,78,27,36551
121,708,419,88,614,945,1022,614,60,21,38352
390,833,258,121,563,599,670,675,2,13,36394
462,607,481,134,676,806,675,743,78,24,44591
217,912,444,127,753,983,1037,630,97,28,46586
248,458,280,43,547,609,472,426,57,14,27427
207,715,253,54,390,509,416,456,93,6,29877
101,607,441,87,357,480,413,347,11,20,24088
367,472,579,42,549,648,719,614,53,11,34096
415,902,660,30,610,620,712,547,32,6,36033
131,479,257,131,468,619,715,487,66,12,32050
115,405,581,116,679,920,769,544,3,23,32462
104,815,526,21,313,484,413,272,67,24,25762
333,554,669,102,475,543,499,596,95,12,37400
171,479,366,100,612,925,931,571,5,23,33291
370,531,333,141,748,999,995,790,9,29,42278
176,843,212,62,688,961,927,536,54,29,36920
159,532,388,121,469,651,528,513,73,22,33160
118,487,202,131,440,674,688,543,61,30,32575
153,952,349,97,385,455,370,390,24,20,28453
411,465,245,58,555,663,518,585,74,28,34088
314,760,509,140,718,960,801,784,11,28,42605
465,847,609,126,810,979,913,772,38,21,47760
277,758,628,27,548,655,774,467,9,11,30958
116,740,490,38,711,979,914,494,2,16,31810
277,753,225,36,521,667,623,558,53,30,32418
209,750,449,27,369,458,413,382,80,14,28252
182,436,460,97,666,964,970,580,96,6,38991
494,669,604,39,819,923,1011,730,89,9,45244
386,869,372,95,635,651,669,654,17,26,37633
361,703,369,51,808,944,829,678,19,27,37850
434,802,588,97,856,997,895,768,5,23,43785
181,747,469,97,468,497,369,399,44,9,29301
102,936,511,120,550,872,824,569,45,14,38377
349,639,560,121,594,590,676,556,37,28,37078
448,839,293,42,516,534,542,606,85,15,36750
197,725,536,114,422,460,567,474,83,19,34558
199,963,411,61,582,734,620,536,29,18,33657
154,452,299,143,696,893,847,665,13,22,35319
475,831,448,130,678,767,694,753,28,22,43222
197,742,315,73,661,829,857,508,65,7,35732
119,578,644,90,362,544,686,398,0,20,27249
288,505,442,119,686,968,824,691,7,21,37628
282,873,261,62,465,522,436,525,42,20,31240
407,439,303,137,605,625,708,692,29,12,36685
319,825,611,144,526,543,558,556,15,25,36802
323,491,284,106,481,471,410,484,40,29,30164
206,653,698,142,558,634,563,570,38,14,35994
469,553,267,107,733,904,952,766,11,27,40929
362,973,499,117,634,693,712,655,3,27,39506
112,453,420,150,565,863,740,553,20,23,33687
455,442,367,54,770,871,956,706,60,18,39831
382,743,541,113,497,484,408,615,81,15,38074
381,972,520,148,727,896,839,710,0,14,43744
482,908,624,136,635,766,770,727,84,23,48430
308,454,570,59,537,663,602,583,34,30,32293
132,726,254,29,354,463,474,338,59,6,24486
288,779,689,81,371,435,438,459,24,20,30990
490,644,302,27,608,522,447,605,49,30,33149
155,833,354,144,408,570,688,510,23,9,33276
423,970,355,130,741,923,924,823,70,24,48944
208,717,616,88,421,529,600,510,43,9,32317
342,402,603,67,592,605,566,558,54,10,32785
227,911,586,112,680,835,773,557,32,16,39076
498,890,482,72,784,994,1065,840,75,18,49212
183,949,548,36,621,940,1033,579,62,17,39217
160,814,378,56,565,716,825,525,38,28,33245
477,539,698,150,575,524,524,710,68,6,41462
397,776,670,102,733,835,810,706,6,24,41111
493,465,299,61,808,943,934,761,31,12,39740
484,440,353,49,546,488,541,626,58,21,33283
162,521,565,117,334,442,566,382,10,16,27044
396,809,441,20,471,506,619,481,22,22,30910
364,644,351,76,399,440,519,465,43,21,30931
249,850,216,125,675,796,746,573,90,26,41017
386,492,302,64,516,462,576,489,81,23,32609
212,978,450,131,626,758,716,538,28,14,38039
354,557,225,148,749,929,926,774,78,7,44324
361,450,204,36,788,978,817,716,32,24,35479
290,871,605,135,576,799,826,691,21,12,41171
454,736,418,43,550,616,686,652,2,23,34104
223,793,550,81,592,786,835,546,73,27,38849
206,589,420,139,562,688,803,588,65,13,37504
415,874,477,105,632,662,736,611,18,7,38630
418,503,699,29,505,468,355,545,100,14,33671
191,836,613,123,676,843,743,595,78,17,41507
236,535,204,32,425,569,444,428,98,13,28543
500,526,644,23,704,698,739,612,72,26,38445
284,572,499,49,509,594,725,525,93,9,34476
216,999,401,132,572,762,638,577,25,19,37826
177,962,571,32,445,481,447,424,54,13,29779
135,764,209,50,725,977,963,618,99,12,38494
386,534,201,23,707,920,992,664,23,21,35198
366,423,353,110,638,846,803,687,0,19,35664
329,488,213,38,591,688,797,585,63,16,32953
393,730,599,112,749,943,938,793,40,10,44786
284,628,502,148,622,878,893,646,80,30,43794
225,893,283,145,547,739,671,586,75,10,39799
390,539,500,119,678,808,845,694,16,5,38790
248,475,248,145,430,510,393,590,98,21,34696
448,696,368,115,526,523,486,663,50,17,37481
220,588,427,133,639,832,750,580,85,15,39530
448,672,296,102,793,967,1028,776,34,6,43388
132,627,683,91,558,846,771,509,90,20,37618
289,753,205,90,539,670,600,508,90,21,36250
444,547,474,129,835,969,961,860,64,18,47099
457,980,437,32,844,943,1041,685,65,27,45102
383,847,273,78,573,539,542,616,36,10,34678
452,663,407,70,553,632,742,607,13,24,35324
291,471,211,40,440,463,455,445,22,29,24846
438,900,647,127,609,666,721,683,49,28,44019
132,446,629,27,393,434,500,280,11,16,21027
223,753,377,105,395,495,630,444,59,27,33054
461,416,529,37,703,861,890,672,15,28,36431
163,891,596,106,597,736,849,538,84,16,40076
352,723,530,20,696,897,760,655,37,17,36730
440,473,477,73,772,978,1030,787,16,26,40948
332,578,465,122,456,479,573,579,77,16,36298
253,951,401,50,673,870,916,636,35,20,38233
189,692,643,46,697,900,899,605,79,18,38595
431,635,370,77,590,611,626,590,99,23,38972
449,828,306,104,565,574,613,660,100,7,41563
457,526,562,69,658,628,760,679,87,15,40179
483,412,602,139,618,602,564,662,53,9,39213
199,923,587,98,530,718,595,576,18,7,34907
136,952,415,142,675,962,1039,648,0,29,40435
360,784,548,96,679,913,1001,715,61,15,44289
299,605,210,73,478,506,484,494,32,30,29206
276,436,213,121,486,647,612,627,33,16,32445
180,641,640,35,564,660,597,464,51,10,30385
374,519,294,95,733,925,784,732,41,5,38728
460,984,301,33,517,459,406,475,86,28,35512
494,762,698,28,731,749,846,683,84,29,43311
213,685,645,28,522,656,689,435,67,20,32268
118,644,620,146,510,623,550,554,12,8,32251
434,831,423,117,772,938,828,762,53,8,45314
329,743,649,131,488,510,412,572,3,8,33651
215,892,376,33,491,640,610,496,99,29,34882
173,802,367,48,651,861,974,510,3,24,32800
128,746,588,37,410,465,406,355,60,19,26995
122,656,650,145,481,742,840,603,40,7,37083
234,618,243,83,440,589,624,529,55,14,31477
187,477,514,135,609,909,920,608,51,26,38768
118,828,316,121,582,816,662,549,14,6,33325
296,751,505,31,561,753,664,552,10,6,31580
303,994,688,64,696,976,936,716,26,23,42688
249,673,675,95,572,683,737,524,28,9,34813
138,691,583,144,373,434,470,413,99,13,34219
349,452,484,98,528,533,482,607,98,5,35787
421,622,313,41,745,917,824,757,47,14,39001
401,493,323,126,450,506,474,595,30,7,32873
353,493,548,115,685,883,746,722,94,20,43118
367,416,427,142,468,529,674,662,45,13,36116
403,525,253,102,435,439,476,583,14,8,30208
414,459,528,116,757,955,955,723,97,15,45719
338,785,334,59,698,952,972,740,92,19,43552
160,596,316,55,732,998,828,638,97,18,37901
452,566,513,143,563,559,622,726,2,9,37279
366,498,694,35,747,939,820,681,10,8,35875
434,792,665,121,620,586,629,687,13,6,39150
294,878,228,102,710,987,959,673,55,22,42515
139,504,544,91,456,659,611,512,33,10,29903
433,586,586,33,700,740,847,622,71,22,38936
140,613,599,119,664,899,857,601,66,11,38938
121,733,552,128,595,823,819,558,39,21,37110
140,694,242,106,380,528,565,441,66,10,30386
174,581,480,109,658,896,796,559,18,19,34770
294,810,322,24,499,475,624,423,91,12,32002
363,688,558,49,591,661,660,509,21,5,32757
403,497,501,102,647,707,778,700,90,23,41561
155,413,269,142,548,778,853,612,87,26,37492
107,636,366,94,448,548,578,411,97,15,31572
358,595,528,78,664,859,943,695,13,23,38314
437,762,506,34,703,914,795,643,85,25,42073
121,450,305,58,686,986,813,506,56,8,31928
194,519,611,137,626,838,753,565,45,28,37616
272,633,387,96,471,445,467,513,24,29,30092
249,563,420,21,501,551,605,475,2,19,25691
266,845,692,51,363,461,539,488,22,26,30965
456,972,638,145,538,453,552,684,83,19,44633
112,779,256,28,682,902,982,531,34,26,32740
261,802,391,47,393,442,361,468,65,21,29899
141,957,203,46,457,618,745,376,32,5,28784
137,945,661,134,399,550,553,478,34,11,34386
179,910,397,120,517,621,514,495,0,26,32036
392,666,451,127,660,754,732,694,92,11,43423
344,743,263,133,605,778,653,629,31,15,38106
355,527,204,100,698,786,850,634,48,28,37693
256,628,376,62,570,669,683,522,80,9,34146
366,439,468,131,741,927,779,762,90,20,44043
131,422,240,150,471,626,618,530,17,22,29718
433,657,241,127,471,433,413,585,32,29,34140
163,549,671,98,407,597,657,521,77,11,33939
224,826,442,26,520,552,690,374,60,20,30712
208,465,466,74,666,879,846,559,9,25,32564
319,543,636,61,632,762,865,587,22,15,35055
218,468,500,135,712,918,961,722,44,22,40327
226,768,400,108,628,775,745,562,86,7,38984
245,687,385,59,725,918,801,634,98,15,39617
158,876,416,96,527,692,811,513,87,5,37390
335,876,566,52,438,533,567,557,66,23,35715
490,877,658,116,477,489,496,587,27,22,38780
408,917,302,127,734,859,831,802,51,5,45005
175,784,514,147,560,770,879,549,79,8,40730
497,801,245,61,581,627,504,600,53,26,36817
340,572,323,20,508,518,526,437,3,27,25824
124,797,265,149,623,821,848,539,16,28,36100
290,917,530,48,546,685,671,482,13,13,32906
136,877,397,103,649,931,1022,594,1,27,37053
440,940,643,150,814,975,870,865,13,13,48353
431,809,474,45,631,678,534,636,41,19,36464
107,489,526,92,528,739,836,429,36,12,30786
388,972,266,120,567,691,787,637,81,22,43292
474,510,557,105,599,586,514,621,99,26,40389
165,457,613,140,602,797,881,604,68,18,38673
173,975,609,100,541,629,531,533,19,28,34396
424,711,377,148,594,656,530,669,42,15,39708
252,687,313,69,685,990,904,639,91,21,40632
346,744,601,93,614,737,725,628,94,27,42198
215,557,631,28,474,585,716,451,84,5,31436
310,550,475,70,634,710,621,580,1,15,31466
187,606,659,69,550,805,867,563,43,29,35505
297,448,242,72,703,998,840,691,80,28,38986
318,993,260,124,655,790,861,633,55,23,42442
458,766,695,57,746,870,800,657,65,18,43028
199,785,285,98,659,826,866,575,70,28,38677
265,524,341,150,555,669,795,647,37,28,37168
113,755,224,46,735,995,987,597,26,14,33901
349,538,302,43,678,763,790,649,3,19,32314
182,681,609,86,632,880,762,525,85,14,38307
192,444,253,64,431,438,543,349,28,19,23859
154,407,514,78,403,600,650,502,15,18,27367
470,483,594,21,724,877,814,648,20,14,36070
301,976,463,120,595,813,905,664,41,13,42339
313,967,436,30,486,519,404,404,24,16,29372
112,858,209,65,575,853,903,454,22,25,32169
280,438,482,33,447,488,579,383,4,5,24037
500,991,302,132,898,1000,890,826,70,6,50406
352,788,556,111,529,531,562,623,6,29,35454
106,619,331,92,551,839,900,517,92,20,36349
295,693,676,73,536,683,756,604,16,29,35368
482,675,627,106,591,593,644,690,0,14,37629
463,677,219,145,753,964,942,787,17,10,43786
257,431,257,141,456,465,452,510,78,14,32298
257,411,517,133,475,518,401,490,82,5,32971
160,514,293,32,459,613,640,455,74,27,28550
449,720,515,96,438,463,457,629,66,24,37501
491,658,294,129,597,597,646,717,64,10,40922
276,638,226,64,442,489,581,422,66,16,30001
120,702,353,130,608,875,778,573,53,12,36800
123,553,460,81,596,790,902,458,58,30,33758
138,853,336,94,494,649,596,442,97,19,35002
335,814,350,22,711,838,919,615,79,8,38754
330,665,295,119,724,925,950,718,20,23,40454
283,904,263,39,592,685,793,495,61,8,34596
357,461,442,132,596,595,670,648,48,20,37010
128,932,353,103,661,930,966,632,57,25,40416
369,721,638,136,480,516,424,609,22,27,36358
191,720,483,24,421,508,442,384,3,19,24156
442,730,208,33,509,518,613,484,80,20,33886
181,548,668,74,593,776,691,512,95,24,36452
153,821,436,42,642,824,904,472,40,17,33584
154,805,384,61,497,707,812,512,82,22,35241
370,795,692,112,410,449,335,522,45,16,35087
402,960,582,100,793,897,786,707,14,17,42869
302,938,564,83,489,631,591,522,28,30,35733
205,835,628,113,560,701,736,589,25,6,36497
155,515,339,93,663,858,785,588,43,5,33549
271,980,549,84,661,797,669,639,18,30,38310
313,590,344,147,448,518,448,628,45,30,35168
321,757,260,99,494,494,485,565,27,27,32475
127,446,501,119,531,827,686,609,52,7,34140
172,936,525,81,391,509,496,393,6,14,28734
344,632,432,65,664,726,733,558,9,7,33078
356,631,382,32,802,971,946,669,64,20,39599
499,885,623,57,488,473,483,542,72,8,37746
362,532,361,41,611,727,649,633,11,14,31526
140,741,479,116,453,529,648,417,50,6,31837
491,460,356,140,882,998,987,849,31,30,45837
294,956,628,79,708,852,807,575,8,11,38216
261,525,617,63,421,507,541,426,18,23,28064
197,783,680,128,634,761,737,637,54,27,40315
376,944,288,73,502,474,573,527,100,30,38119
432,485,261,26,534,634,758,553,7,27,30142
360,478,495,29,654,767,856,571,80,7,36024
477,808,584,21,616,579,720,565,81,19,38604
276,880,370,60,639,784,693,619,96,27,39834
161,547,332,56,334,466,576,352,52,11,25546
295,558,266,79,562,580,528,520,92,10,33514
196,950,494,118,651,811,755,567,3,5,36469
159,544,310,74,475,710,682,504,16,24,28768
462,815,460,36,782,958,899,737,20,9,40607
176,683,520,88,502,691,820,518,14,27,32702
338,773,440,46,624,727,853,579,63,12,37395
354,923,601,136,615,699,687,615,21,28,40859
268,501,245,24,637,731,691,515,99,18,32921
202,813,246,73,444,530,630,417,6,20,27969
278,491,227,120,667,959,895,707,85,30,41587
212,934,527,95,495,583,629,475,27,15,33653
484,894,441,103,659,616,723,712,57,11,42624
161,631,634,31,654,858,801,535,1,22,30848
424,752,681,23,785,911,742,632,45,24,39626
288,747,342,92,563,663,776,619,20,29,35323
376,433,533,22,617,695,599,554,37,5,30900
469,620,682,51,675,781,775,676,81,19,41851
266,530,512,106,614,831,762,672,80,28,39963
471,529,481,149,630,575,692,726,32,30,40460
235,511,206,84,668,844,931,570,86,27,37392
125,589,340,77,592,780,810,465,13,24,29948
173,768,394,20,390,531,674,321,69,8,27984
390,848,368,118,777,993,983,744,5,9,42955
457,422,661,96,704,791,740,719,66,14,41369
493,494,240,85,751,810,833,784,30,18,39395
343,451,315,43,626,685,545,602,1,17,28777
242,934,532,39,656,896,976,524,80,28,40305
374,917,627,41,785,991,1046,665,87,24,45886
435,833,560,127,601,651,590,626,93,22,43896
288,763,391,105,637,822,673,678,10,14,36573
414,937,657,23,713,827,672,683,72,14,41398
334,942,209,75,768,976,850,727,56,20,42300
260,411,443,94,568,615,540,591,67,22,33316
341,544,652,113,535,560,670,563,48,29,36612
160,506,335,42,631,902,790,486,30,20,30140
195,639,414,64,360,493,401,424,65,18,28456
