Index,pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,营业额,净利润,成本
8327,150,449,667,110,437,616,536,452,15,16,28820,9551.5,19268.5
8328,185,875,697,127,384,526,659,444,34,16,34639,11633.8,23005.2
8329,430,434,391,24,755,877,858,634,32,15,35140,11280.3,23859.7
8330,256,909,510,63,706,891,965,611,100,30,43422,14289.8,29132.2
8331,340,427,466,67,601,627,700,530,56,22,33439,10860,22579
8332,378,447,678,45,640,691,658,537,81,20,36014,11796.1,24217.9
8333,169,862,690,46,575,822,856,535,28,26,35294,11731.2,23562.8
8334,170,816,656,109,506,716,677,519,29,27,35510,11835.2,23674.8
8335,148,695,335,23,591,880,985,493,60,9,33004,10784.1,22219.9
8336,310,838,619,88,636,860,967,606,55,27,42172,13911.2,28260.8
8337,117,510,479,29,433,669,744,357,75,20,28481,9435.9,19045.1
8338,448,559,586,41,522,491,569,589,38,13,32855,10742.9,22112.1
8339,287,534,540,120,719,983,948,774,61,26,43435,14101.7,29333.3
8340,138,545,451,68,424,547,669,445,63,13,29341,9656.6,19684.4
8341,428,783,230,30,613,737,803,602,4,23,33919,11015.5,22903.5
8342,117,833,399,109,478,747,847,470,71,13,36259,12014.6,24244.4
8343,429,463,202,20,672,777,687,657,12,11,31211,9954.9,21256.1
8344,134,985,632,54,422,644,701,401,18,28,31326,10577.4,20748.6
8345,405,943,581,36,531,514,512,557,27,29,34384,11422.8,22961.2
8346,419,978,406,37,659,706,620,562,82,24,39515,13040.6,26474.4
8347,179,606,566,28,663,937,796,601,32,20,33393,10920,22473
8348,316,931,416,127,710,924,911,743,26,10,43275,14130.6,29144.4
8349,350,491,306,121,599,714,651,663,61,11,37341,12081.4,25259.6
8350,154,975,228,23,408,609,658,352,50,26,28894,9665.8,19228.2
8351,135,975,494,38,443,542,633,405,24,20,28948,9699.8,19248.2
8352,100,673,648,120,405,503,398,358,96,29,32637,10985.9,21651.1
8353,448,906,592,55,730,803,707,730,67,17,43135,14151.8,28983.2
8354,296,950,212,72,438,501,376,485,46,22,31573,10479,21094
8355,111,874,319,57,563,792,829,482,71,23,34629,11426.8,23202.2
8356,179,480,350,123,417,503,499,490,97,16,32566,10687.5,21878.5
8357,406,812,477,118,482,529,521,558,37,11,36601,12097.6,24503.4
8358,408,929,242,84,623,742,681,666,22,13,38004,12408.1,25595.9
8359,341,912,288,58,484,528,617,526,50,10,33761,11118.8,22642.2
8360,236,835,499,32,399,435,586,330,31,30,27881,9357.9,18523.1
8361,390,932,558,79,625,805,881,634,70,24,43543,14372.8,29170.2
8362,421,592,556,80,530,485,577,508,82,17,36207,11907.9,24299.1
8363,313,517,699,123,604,740,687,690,88,20,41559,13623.2,27935.8
8364,192,760,662,119,625,800,654,573,73,6,39162,12948.3,26213.7
8365,220,749,580,80,475,479,411,473,63,21,32029,10659.8,21369.2
8366,441,989,509,99,428,436,429,561,52,30,37933,12657.8,25275.2
8367,399,487,557,144,640,658,778,735,15,14,38966,12597.5,26368.5
8368,257,878,399,38,538,698,576,479,46,5,32143,10645.5,21497.5
8369,170,954,515,36,486,641,501,452,71,19,32517,10898.2,21618.8
8370,134,465,609,21,702,975,1016,589,29,28,33131,10756.9,22374.1
8371,112,1000,544,68,460,689,807,502,4,20,32337,10793.6,21543.4
8372,344,824,658,97,665,750,684,645,42,19,40193,13238.5,26954.5
8373,135,488,236,36,654,973,834,568,80,11,33145,10711.7,22433.3
8374,227,407,242,123,408,494,605,507,98,26,33226,10830.4,22395.6
8375,476,546,200,26,623,641,754,583,50,10,33578,10795.4,22782.6
8376,198,961,201,141,492,540,453,452,5,9,31053,10265.6,20787.4
8377,198,472,677,48,537,634,595,512,39,28,30104,9907.9,20196.1
8378,410,649,692,46,726,895,896,693,63,28,42087,13769.7,28317.3
8379,238,939,542,134,355,461,462,497,34,17,34321,11509.7,22811.3
8380,219,419,691,25,647,934,856,550,54,18,33986,11122.6,22863.4
8381,261,786,690,83,631,740,857,549,56,23,39008,12882.3,26125.7
8382,265,731,359,141,516,531,413,573,9,6,32132,10525.5,21606.5
8383,443,673,530,130,659,834,806,812,91,21,47187,15399.6,31787.4
8384,489,477,613,80,712,740,715,694,17,8,37580,12158.1,25421.9
8385,409,767,602,108,507,594,712,655,9,24,37860,12465.1,25394.9
8386,220,822,570,25,577,699,800,500,37,17,32914,10872.6,22041.4
8387,150,578,639,82,445,520,394,390,65,10,29058,9697.7,19360.3
8388,291,506,598,26,538,569,620,417,28,5,27829,9136.7,18692.3
8389,191,915,201,101,363,472,364,428,7,18,27520,9172.1,18347.9
8390,292,804,515,42,563,619,690,541,64,17,35054,11553.3,23500.7
8391,313,506,324,139,668,753,850,610,52,25,38834,12560.5,26273.5
8392,110,400,627,38,469,686,680,439,8,27,25621,8443.3,17177.7
8393,443,600,602,70,503,476,384,600,99,14,36898,12159.3,24738.7
8394,372,845,277,126,546,662,669,623,49,30,39623,13003.7,26619.3
8395,395,433,213,23,519,624,669,550,26,27,29219,9415.1,19803.9
8396,356,667,470,60,698,788,863,610,58,27,38761,12630.3,26130.7
8397,106,796,454,129,708,988,1059,580,33,7,39344,12861.6,26482.4
8398,210,560,441,107,434,610,562,461,93,27,34381,11381.4,22999.6
8399,498,689,541,76,662,635,746,606,43,7,38771,12647.8,26123.2
8400,184,413,540,60,636,937,786,595,49,11,33758,10983.6,22774.4
8401,453,849,375,133,534,461,611,568,78,5,40291,13233.9,27057.1
8402,201,738,469,125,354,490,570,526,40,5,32526,10779.9,21746.1
8403,320,835,600,133,648,864,741,713,99,20,46355,15280.3,31074.7
8404,235,941,320,26,517,614,515,392,78,10,31496,10483.8,21012.2
8405,422,761,459,82,818,949,945,739,87,14,46012,14952.1,31059.9
8406,231,424,427,89,569,673,616,579,42,25,32062,10409.9,21652.1
8407,471,862,374,48,509,564,545,586,74,23,37555,12389.9,25165.1
8408,437,903,229,96,554,524,528,611,79,26,39188,12855.9,26332.1
8409,162,934,352,138,396,565,498,521,32,16,33533,11163.8,22369.2
8410,104,650,391,100,569,747,603,511,71,25,33722,11090,22632
8411,401,462,649,114,720,796,720,717,42,6,39918,12943.4,26974.6
8412,244,969,289,55,491,555,674,432,57,6,32534,10767.9,21766.1
8413,290,421,601,52,730,937,945,690,22,14,36064,11635,24429
8414,433,543,511,24,478,440,586,551,94,27,34249,11230.7,23018.3
8415,430,612,515,143,616,652,763,749,77,13,43679,14213.8,29465.2
8416,472,847,388,128,692,816,741,784,92,30,47836,15639.4,32196.6
8417,406,591,611,117,489,545,575,564,88,18,39136,12915.4,26220.6
8418,413,842,488,89,580,536,452,555,56,28,37190,12286.8,24903.2
8419,367,765,420,76,696,863,975,665,23,5,39253,12751.2,26501.8
8420,472,650,293,74,584,603,469,689,50,21,36261,11780.5,24480.5
8421,438,467,550,89,687,824,794,741,91,10,42632,13828.7,28803.3
8422,169,756,590,125,487,729,765,557,74,7,38377,12712.7,25664.3
8423,468,873,233,61,588,593,540,563,16,29,34468,11287.7,23180.3
8424,130,419,348,53,553,757,787,486,42,30,29273,9504.8,19768.2
8425,401,672,553,45,552,542,494,485,33,7,31562,10397.6,21164.4
8426,213,706,328,47,493,651,652,424,11,18,27946,9201.7,18744.3
8427,146,709,209,51,617,791,893,548,0,17,29921,9667.1,20253.9
8428,138,683,277,110,458,610,626,448,31,16,30011,9869.1,20141.9
8429,427,841,371,35,575,704,814,639,80,16,39594,12971,26623
8430,468,880,413,97,687,822,828,758,27,22,43057,14047.7,29009.3
8431,252,860,627,72,560,766,858,614,71,5,39628,13091.2,26536.8
8432,184,853,581,33,385,483,413,392,5,28,26010,8783.9,17226.1
8433,160,561,346,65,604,793,879,478,97,5,34731,11319,23412
8434,434,760,276,90,572,659,693,606,48,12,37699,12302.8,25396.2
8435,296,829,533,36,502,659,678,477,92,15,36085,11997.7,24087.3
8436,360,421,475,130,726,955,962,792,41,11,42245,13602.8,28642.2
8437,109,972,699,136,662,980,858,669,34,6,41856,13856.6,27999.4
8438,163,433,652,49,632,827,879,473,98,22,35385,11609,23776
8439,104,962,244,150,353,525,414,416,57,20,32490,10885.7,21604.3
8440,201,479,669,111,432,559,430,494,53,17,31483,10443.8,21039.2
8441,492,561,570,47,567,504,518,547,63,9,34555,11314,23241
8442,335,413,369,42,699,931,944,663,44,8,35756,11481.4,24274.6
8443,284,580,354,133,647,737,765,639,89,19,40448,13143,27305
8444,297,634,442,102,533,692,743,565,81,25,38301,12579.8,25721.2
8445,108,870,659,150,586,889,872,598,42,11,40573,13444.5,27128.5
8446,259,760,362,82,632,750,705,518,41,5,34544,11304.2,23239.8
8447,110,591,462,89,433,487,538,413,17,19,26296,8681,17615
8448,226,949,547,146,683,866,822,696,40,12,42958,14122.6,28835.4
8449,467,999,636,23,590,540,445,602,93,22,39484,13124.5,26359.5
8450,223,781,387,89,532,603,684,461,91,17,35835,11826,24009
8451,157,427,575,24,373,521,613,312,100,28,27902,9306.4,18595.6
8452,363,740,249,114,423,486,393,585,75,6,35143,11547.9,23595.1
8453,321,566,623,111,642,783,747,662,18,17,37499,12237.7,25261.3
8454,349,678,245,56,559,639,610,588,5,20,30964,10049.9,20914.1
8455,382,444,312,119,524,593,546,564,20,27,32779,10643.3,22135.7
8456,177,547,642,50,613,776,829,557,45,19,33467,10955.4,22511.6
8457,252,953,247,119,724,967,949,711,39,5,42146,13714.8,28431.2
8458,144,762,594,124,674,945,858,650,23,21,39034,12818.2,26215.8
8459,254,872,527,127,617,739,730,652,22,28,39148,12881.4,26266.6
8460,139,951,534,69,577,896,864,569,35,19,36926,12245.6,24680.4
8461,138,829,620,95,654,889,822,587,24,20,37036,12220.2,24815.8
8462,242,911,297,33,474,628,755,413,32,5,30367,10047.3,20319.7
8463,302,897,513,88,652,724,617,634,30,19,37588,12364.3,25223.7
8464,180,492,684,109,421,578,494,448,69,26,32470,10817.5,21652.5
8465,419,418,327,121,763,942,789,774,63,9,41981,13484.6,28496.4
8466,164,485,554,76,449,542,439,481,21,6,26507,8722.5,17784.5
8467,137,404,434,134,581,738,610,550,9,7,30281,9814.6,20466.4
8468,426,459,477,137,443,451,553,591,5,14,33022,10763.3,22258.7
8469,438,598,478,34,781,950,939,745,87,19,42948,13908.4,29039.6
8470,203,794,375,63,495,682,693,500,37,14,32076,10581.9,21494.1
8471,251,919,622,49,501,576,635,454,48,13,33478,11178.3,22299.7
8472,224,593,568,113,485,517,574,455,88,6,34375,11355.6,23019.4
8473,305,842,582,93,404,484,495,525,62,30,35692,11921,23771
8474,106,575,524,27,597,843,888,409,61,24,31369,10328.5,21040.5
8475,221,994,214,31,569,756,816,516,16,5,31860,10452.3,21407.7
8476,414,855,227,149,721,955,780,850,83,21,48341,15722.6,32618.4
8477,383,927,269,44,764,975,1011,700,53,21,42352,13772.6,28579.4
8478,264,867,391,104,742,943,972,691,14,24,40608,13225.8,27382.2
8479,179,842,661,120,604,839,854,566,29,5,38422,12707,25715
8480,200,753,519,92,624,891,848,583,89,12,40296,13265.9,27030.1
8481,124,791,516,25,698,987,1032,508,52,28,35996,11839,24157
8482,404,425,236,116,707,922,799,727,80,19,41690,13424.1,28265.9
8483,458,917,497,64,650,728,817,696,90,10,43989,14429.2,29559.8
8484,454,745,505,140,664,661,732,753,93,15,45965,14999.2,30965.8
8485,472,973,321,135,621,588,609,627,25,30,40767,13383.5,27383.5
8486,103,904,581,79,648,937,800,595,77,23,39623,13123,26500
8487,133,489,565,50,328,460,589,338,11,6,22912,7624.5,15287.5
8488,206,592,240,138,727,990,949,643,10,17,37544,12106.3,25437.7
8489,308,627,447,54,514,490,469,477,18,13,28278,9274.5,19003.5
8490,172,616,352,80,592,865,969,523,32,21,34208,11155.1,23052.9
8491,363,826,626,139,451,466,613,592,60,22,39769,13188.4,26580.6
8492,358,430,274,25,460,517,560,500,30,29,27245,8834.5,18410.5
8493,203,859,229,57,638,928,823,582,65,7,36768,12026.4,24741.6
8494,156,532,365,144,605,911,949,638,9,10,35979,11653.7,24325.3
8495,453,401,280,26,475,438,403,507,58,5,28061,9076.3,18984.7
8496,139,635,340,61,672,932,798,519,41,22,33144,10811.5,22332.5
8497,266,450,460,92,662,836,884,581,74,5,37419,12132.9,25286.1
8498,486,407,477,80,609,725,805,724,16,22,37069,11957.2,25111.8
8499,230,599,317,125,564,780,689,617,18,23,34619,11274.5,23344.5
8500,277,675,333,27,647,915,917,563,93,29,38148,12469.6,25678.4
8501,346,480,576,129,404,439,567,531,91,14,36396,11991.7,24404.3
8502,201,608,641,126,485,581,656,525,53,22,35174,11625.3,23548.7
8503,336,968,316,118,473,441,494,564,95,21,38903,12867.4,26035.6
8504,467,465,430,138,564,534,499,618,7,16,34559,11210.3,23348.7
8505,383,876,684,103,489,537,471,570,82,26,40070,13368.8,26701.2
8506,344,676,569,71,684,794,665,596,71,29,39127,12849.6,26277.4
8507,408,615,392,140,511,565,483,699,28,16,36764,11986.2,24777.8
8508,421,745,201,59,753,833,844,649,23,30,37783,12199.9,25583.1
8509,331,486,448,74,704,892,933,704,7,27,36606,11795.8,24810.2
8510,388,787,487,56,600,607,489,546,3,10,31978,10507.7,21470.3
8511,403,667,521,57,708,880,921,706,14,17,38726,12573.7,26152.3
8512,199,1000,241,148,434,432,516,482,24,30,33354,11061.2,22292.8
8513,328,461,387,49,403,435,369,398,100,6,29170,9617,19553
8514,102,643,354,104,540,799,891,505,82,27,36272,11906.1,24365.9
8515,288,882,657,121,453,454,401,512,42,14,35011,11700.8,23310.2
8516,335,712,486,148,548,589,534,591,25,21,36751,12081.8,24669.2
8517,463,927,306,75,666,649,675,654,1,19,37006,12055.8,24950.2
8518,410,966,551,101,792,931,964,761,24,24,45553,14893.2,30659.8
8519,216,696,275,26,494,515,552,340,73,8,27618,9099.3,18518.7
8520,198,460,533,134,592,872,714,593,9,20,34541,11285.1,23255.9
8521,134,467,465,137,433,571,522,525,57,10,31510,10341.9,21168.1
8522,281,630,295,39,552,581,657,442,56,16,30282,9884.8,20397.2
8523,265,1000,449,41,470,464,460,365,78,24,32353,10860.2,21492.8
8524,189,531,460,132,690,953,991,622,68,22,40812,13278.6,27533.4
8525,222,845,480,98,458,587,579,550,25,5,32952,10907.6,22044.4
8526,234,540,539,30,692,881,987,602,30,17,34293,11114.5,23178.5
8527,335,862,649,87,556,719,677,619,16,6,37136,12283.8,24852.2
8528,174,537,460,48,563,678,589,446,9,24,27013,8850.3,18162.7
8529,299,806,432,32,691,982,922,690,25,17,37855,12347.6,25507.4
8530,470,510,527,57,570,567,521,635,57,26,35545,11596.7,23948.3
8531,130,691,668,49,608,761,678,446,30,16,30906,10241.2,20664.8
8532,320,534,206,51,471,593,614,466,91,12,31931,10422.1,21508.9
8533,287,644,357,55,556,661,700,502,46,9,32161,10505.9,21655.1
8534,164,638,576,129,602,728,773,569,58,20,37423,12284.2,25138.8
8535,201,991,200,57,464,513,440,421,9,13,27240,9037.8,18202.2
8536,247,962,423,141,487,561,698,595,71,28,40317,13341.9,26975.1
8537,208,909,381,105,495,680,724,587,94,9,39194,12946.1,26247.9
8538,361,962,558,29,652,744,690,592,0,13,34807,11475.9,23331.1
8539,276,700,405,57,692,880,858,579,1,14,33968,11044.7,22923.3
8540,485,799,324,25,574,553,520,535,83,30,36159,11885.9,24273.1
8541,482,874,239,26,778,982,1047,701,65,13,43234,14018.4,29215.6
8542,326,905,290,122,714,808,924,666,67,14,43364,14125.7,29238.3
8543,473,832,325,26,644,714,615,640,3,18,34262,11165.1,23096.9
8544,254,514,591,121,626,830,819,668,31,9,37663,12262.8,25400.2
8545,228,930,228,98,619,865,726,635,36,21,37725,12364.1,25360.9
8546,254,522,433,119,661,842,749,691,1,5,34990,11296.6,23693.4
8547,409,484,696,107,499,468,596,536,67,30,36767,12111.5,24655.5
8548,242,548,587,87,481,632,594,563,85,6,35029,11535.9,23493.1
8549,279,514,526,130,487,584,530,522,74,9,35279,11607.1,23671.9
8550,485,822,564,100,522,540,638,650,33,17,39252,12925.6,26326.4
8551,486,910,578,93,678,804,889,742,91,20,47919,15738.9,32180.1
8552,209,887,236,116,446,579,619,567,2,11,31841,10460.3,21380.7
8553,146,810,394,145,632,799,798,562,21,20,36860,12086.7,24773.3
8554,114,568,449,120,502,704,744,459,64,23,33766,11121.7,22644.3
8555,286,902,319,132,630,727,702,662,7,28,38070,12449.5,25620.5
8556,253,805,525,49,441,501,640,394,15,10,28835,9598.7,19236.3
8557,147,914,311,49,464,672,796,439,15,17,29902,9903.2,19998.8
8558,407,730,444,122,564,508,391,578,34,22,35639,11710,23929
8559,370,571,688,136,619,626,732,637,69,28,41493,13600.5,27892.5
8560,249,617,311,105,483,623,572,577,37,6,32283,10536.9,21746.1
8561,109,424,594,150,661,950,890,578,53,25,38299,12510.8,25788.2
8562,335,590,204,132,480,537,565,604,16,12,32610,10569.8,22040.2
8563,426,786,448,25,628,666,604,533,76,23,36618,12049.5,24568.5
8564,487,580,338,120,794,938,920,856,72,6,46413,14928.4,31484.6
8565,156,694,669,91,441,600,548,512,25,21,31322,10433.6,20888.4
8566,186,800,246,33,445,473,479,400,12,16,24585,8112.2,16472.8
8567,441,450,449,61,589,714,731,632,94,17,38621,12560.3,26060.7
8568,309,834,669,94,663,872,910,692,70,18,43937,14460.6,29476.4
8569,446,488,677,40,772,847,891,665,49,6,39036,12644.5,26391.5
8570,473,750,468,106,635,627,612,618,73,24,41281,13537.5,27743.5
8571,160,563,597,127,352,447,583,382,91,25,33110,11052,22058
8572,136,531,428,59,464,694,615,444,18,5,26652,8758.7,17893.3
8573,132,856,461,71,696,934,886,584,87,16,39620,13019.5,26600.5
8574,382,980,601,110,756,977,819,707,11,20,43834,14426.9,29407.1
8575,177,656,561,121,486,667,719,529,59,25,36031,11912,24119
8576,161,798,400,29,581,800,678,474,3,10,28719,9459.5,19259.5
8577,335,441,571,64,526,678,690,618,50,23,34499,11266.7,23232.3
8578,245,804,661,108,580,653,658,587,88,11,39824,13170.5,26653.5
8579,456,548,658,91,792,933,852,766,5,9,40839,13219.8,27619.2
8580,369,739,218,27,720,795,796,578,0,19,32584,10512.5,22071.5
8581,333,608,608,33,609,761,870,626,31,10,35106,11452.5,23653.5
8582,385,623,328,66,781,914,918,668,48,27,39865,12876.5,26988.5
8583,212,632,622,106,449,566,572,464,0,13,29874,9909.1,19964.9
8584,463,670,324,38,742,888,771,667,13,6,36301,11721.7,24579.3
8585,182,806,462,90,461,595,571,491,22,28,31510,10464.6,21045.4
8586,498,455,221,39,553,563,548,542,71,5,32541,10509,22032
8587,230,729,291,135,737,916,898,679,15,13,38860,12569.6,26290.4
8588,286,498,231,26,375,455,520,449,51,25,26202,8564.2,17637.8
8589,339,531,365,67,670,762,764,619,72,24,37163,12041.4,25121.6
8590,154,914,256,48,557,737,841,503,95,23,36145,11903.8,24241.2
8591,456,814,259,59,442,439,360,502,58,30,33115,10948.8,22166.2
8592,404,745,228,72,598,639,506,591,24,23,33672,10971.3,22700.7
8593,119,968,269,82,411,603,668,416,18,29,30071,10027.7,20043.3
8594,226,735,457,51,632,918,750,622,100,23,39359,12941.3,26417.7
8595,146,734,437,126,627,891,851,632,69,7,39666,12985.2,26680.8
8596,247,546,455,108,671,978,874,651,68,25,40490,13203.7,27286.3
8597,226,949,274,109,667,925,867,678,19,13,39194,12800.4,26393.6
8598,226,600,264,20,599,867,767,587,12,22,30082,9745.4,20336.6
8599,130,544,674,142,661,900,918,592,30,15,37948,12419.9,25528.1
8600,331,754,666,88,534,673,597,532,57,14,37214,12357.9,24856.1
8601,302,981,325,37,561,651,682,542,68,21,35973,11870.9,24102.1
8602,263,545,518,110,776,970,1049,712,32,27,41016,13263.1,27752.9
8603,335,920,685,139,636,776,753,702,82,14,46105,15231.8,30873.2
8604,354,511,305,123,684,897,748,772,3,19,37722,12133.6,25588.4
8605,224,770,255,144,678,955,803,718,72,28,42980,14013.6,28966.4
8606,249,952,279,70,720,993,923,625,69,17,41290,13517.6,27772.4
8607,267,914,631,94,548,596,659,519,42,26,36852,12254.4,24597.6
8608,282,825,384,130,476,501,457,532,45,23,34874,11531.8,23342.2
8609,327,470,262,147,537,510,496,605,96,19,36916,11976.9,24939.1
8610,225,739,512,88,693,886,752,595,14,26,36116,11837.6,24278.4
8611,364,523,400,105,688,768,864,695,44,13,38872,12534.3,26337.7
8612,220,927,621,119,674,935,892,621,14,10,40407,13333,27074
8613,352,765,562,47,446,533,533,461,88,9,34567,11510.7,23056.3
8614,427,829,461,76,795,997,835,728,54,7,43751,14263.5,29487.5
8615,377,501,647,59,430,486,413,537,1,9,28412,9365.4,19046.6
8616,451,783,249,52,809,995,1068,803,96,6,46186,14899.6,31286.4
8617,274,589,218,72,508,649,720,532,17,10,30135,9767.7,20367.3
8618,289,527,392,48,518,558,547,430,86,27,31484,10342.5,21141.5
8619,417,531,446,120,466,451,522,635,73,25,37129,12137.6,24991.4
8620,493,553,258,122,531,444,492,648,11,23,34037,10997.4,23039.6
8621,441,775,618,78,830,993,1015,757,1,5,42719,13869.4,28849.6
8622,467,738,269,33,734,915,807,746,78,22,41810,13552.4,28257.6
8623,197,790,457,76,383,445,368,350,89,18,30636,10289.7,20346.3
8624,274,788,370,80,588,647,603,532,57,24,35097,11534.7,23562.3
8625,424,971,514,28,663,728,766,588,76,7,40130,13221.1,26908.9
8626,259,422,221,116,731,888,972,603,48,10,36931,11825.2,25105.8
8627,181,929,506,52,521,670,619,478,28,17,31881,10614.9,21266.1
8628,153,568,326,79,696,929,775,606,28,14,33355,10787.4,22567.6
8629,359,750,493,108,643,776,757,624,2,26,37723,12352.8,25370.2
8630,289,792,226,109,456,551,544,560,65,19,35116,11541,23575
8631,222,575,250,116,352,441,507,512,22,7,28184,9212.5,18971.5
8632,393,870,452,26,599,670,734,595,96,13,39071,12848.9,26222.1
8633,333,854,634,99,611,652,575,565,100,22,41387,13722,27665
8634,360,704,531,75,661,772,640,647,84,8,39863,13057.8,26805.2
8635,185,561,342,128,569,773,771,543,15,8,33009,10735.7,22273.3
8636,198,590,502,30,417,592,716,408,20,22,27119,8976.6,18142.4
8637,108,410,643,80,545,688,702,481,5,5,27623,9024.2,18598.8
8638,396,530,577,64,655,798,690,673,3,7,34743,11280.6,23462.4
8639,137,484,233,96,722,963,1023,595,41,28,35597,11442.1,24154.9
8640,240,920,409,130,403,461,525,506,39,27,34546,11499,23047
8641,370,769,556,62,454,457,410,463,70,29,33824,11278.5,22545.5
8642,367,569,455,121,598,735,821,698,83,29,42277,13778.2,28498.8
8643,493,817,407,21,659,719,716,589,8,18,35093,11464.6,23628.4
8644,191,961,545,101,579,690,756,513,47,18,37304,12374.9,24929.1
8645,430,985,344,124,509,440,389,549,21,19,35830,11850.8,23979.2
8646,133,648,604,139,635,982,836,677,22,8,38527,12624.2,25902.8
8647,168,731,595,24,511,579,646,439,66,23,30770,10217.9,20552.1
8648,280,894,254,107,631,707,723,544,77,5,38668,12665.2,26002.8
8649,289,795,277,69,609,679,606,538,91,16,36523,11970.9,24552.1
8650,133,783,548,122,594,778,775,578,17,11,35452,11663,23789
8651,253,411,261,47,469,582,698,458,89,28,30726,9999.7,20726.3
8652,330,519,245,41,607,791,744,620,68,10,34428,11119.6,23308.4
8653,208,759,350,52,412,557,622,461,46,17,29920,9899.3,20020.7
8654,449,446,265,93,798,908,994,756,82,19,43394,13896.3,29497.7
8655,282,406,495,104,448,564,672,588,77,11,34622,11298.8,23323.2
8656,178,974,505,81,402,557,533,390,49,7,31880,10727.8,21152.2
8657,415,954,575,69,554,528,423,549,68,21,37776,12565.7,25210.3
8658,326,922,641,100,808,974,799,697,90,24,46893,15435.2,31457.8
8659,233,812,581,131,404,498,405,499,91,22,36825,12320.5,24504.5
8660,342,722,373,129,664,725,778,644,71,12,41217,13424.1,27792.9
8661,334,582,253,44,530,616,554,493,43,20,30141,9825.7,20315.3
8662,330,572,567,113,640,714,838,617,7,12,36316,11808.3,24507.7
8663,299,892,581,110,774,963,1031,679,52,12,44879,14695.8,30183.2
8664,153,782,666,131,564,721,836,604,69,30,40443,13370.7,27072.3
8665,123,496,589,138,389,522,588,453,60,24,32023,10617.4,21405.6
8666,198,649,214,124,542,627,754,485,62,6,33971,11060.4,22910.6
8667,115,699,239,133,603,887,763,635,10,25,34748,11306.3,23441.7
8668,193,902,303,54,618,782,841,494,56,20,35198,11570.4,23627.6
8669,111,497,216,45,371,528,532,378,20,25,22412,7347.7,15064.3
8670,435,461,281,125,571,654,764,645,95,17,40571,13139.4,27431.6
8671,215,714,500,112,508,624,482,490,19,10,31553,10439.7,21113.3
8672,351,734,460,80,523,587,655,529,19,21,33646,11067.8,22578.2
8673,340,567,654,55,764,897,936,705,83,26,42186,13727.3,28458.7
8674,113,639,562,38,455,640,528,378,59,5,27687,9234.8,18452.2
8675,168,873,242,89,645,981,821,606,43,29,37842,12410,25432
8676,208,668,263,78,446,579,653,434,1,19,27547,9037.2,18509.8
8677,392,444,398,26,738,876,834,654,60,22,36600,11788.6,24811.4
8678,355,836,241,150,469,563,696,598,0,7,35675,11668.5,24006.5
8679,405,454,212,112,770,910,848,713,38,22,39547,12664.2,26882.8
8680,158,779,355,54,442,655,655,491,6,29,28747,9507.9,19239.1
8681,476,672,623,89,794,986,862,793,67,5,46053,14990.2,31062.8
8682,446,758,514,94,667,746,776,697,70,30,43333,14182.8,29150.2
8683,143,625,441,145,606,779,690,519,23,29,34651,11368.8,23282.2
8684,423,786,234,47,585,600,520,610,31,10,33181,10795.5,22385.5
8685,313,631,616,45,630,868,711,620,59,10,36992,12147.1,24844.9
8686,177,927,266,43,553,792,668,480,41,22,32363,10704.7,21658.3
8687,369,795,231,68,497,450,414,542,46,27,32106,10529.5,21576.5
8688,187,776,582,125,567,672,703,481,86,24,38665,12822,25843
8689,262,977,307,92,605,799,890,658,20,23,38576,12634.9,25941.1
8690,476,458,613,114,827,937,783,861,59,22,45407,14663.1,30743.9
8691,398,807,490,82,689,734,669,631,29,14,38183,12491.3,25691.7
8692,207,439,632,29,665,923,986,601,41,24,34538,11230.7,23307.3
8693,376,907,576,122,556,706,819,681,16,24,41224,13590.8,27633.2
8694,331,793,378,34,747,902,980,574,20,17,36557,11887.1,24669.9
8695,246,796,288,36,449,520,662,395,57,11,29652,9792.4,19859.6
8696,182,710,315,56,605,803,815,557,100,14,36607,11966.2,24640.8
8697,209,595,611,29,490,641,767,450,31,30,29982,9915.7,20066.3
8698,372,493,494,98,722,975,809,773,65,23,42416,13755,28661
8699,165,636,545,107,501,677,617,524,45,30,33767,11164.9,22602.1
8700,360,659,565,94,546,693,749,656,14,6,36256,11859.4,24396.6
8701,347,937,425,95,629,788,856,644,39,24,41038,13482.7,27555.3
8702,288,700,603,96,683,954,903,653,41,19,40859,13396.2,27462.8
8703,110,826,644,104,533,839,783,591,34,24,36906,12254.6,24651.4
8704,175,556,273,96,389,464,548,421,2,20,25367,8309.2,17057.8
8705,405,692,439,139,502,463,449,627,69,24,38470,12634.7,25835.3
8706,361,860,425,92,453,452,383,562,16,18,32451,10739,21712
8707,336,699,361,89,700,888,738,709,73,28,41322,13459.5,27862.5
8708,185,969,281,69,483,559,632,483,98,5,34850,11530.1,23319.9
8709,224,578,309,83,553,696,612,520,24,15,30494,9933.9,20560.1
8710,186,511,581,97,522,588,668,434,18,20,29802,9800.2,20001.8
8711,480,646,537,74,766,819,714,762,2,9,38695,12511.9,26183.1
8712,272,909,660,66,599,803,813,635,77,15,41169,13627.8,27541.2
8713,127,963,406,41,453,518,535,347,24,11,26860,8999.3,17860.7
8714,482,542,613,34,732,871,730,760,89,23,42263,13753,28510
8715,362,508,674,92,609,794,664,602,55,14,37989,12473.1,25515.9
8716,347,859,369,124,422,487,594,564,31,19,35730,11801.2,23928.8
